name,date,time,heat,temp,notes
colombia-libardo-gomez,5/16/22,0,10,220,
colombia-libardo-gomez,5/16/22,0.5,10,180,
colombia-libardo-gomez,5/16/22,1,10,165,
colombia-libardo-gomez,5/16/22,1.5,10,165,
colombia-libardo-gomez,5/16/22,2,10,170,
colombia-libardo-gomez,5/16/22,2.5,9,175,
colombia-libardo-gomez,5/16/22,3,9,180,
colombia-libardo-gomez,5/16/22,3.5,9,185,
colombia-libardo-gomez,5/16/22,4,8,195,
colombia-libardo-gomez,5/16/22,4.5,8,200,
colombia-libardo-gomez,5/16/22,5,7,205,
colombia-libardo-gomez,5/16/22,5.5,6,210,
colombia-libardo-gomez,5/16/22,6,6,215,
colombia-libardo-gomez,5/16/22,6.5,6,217.5,
colombia-libardo-gomez,5/16/22,7,5,220,
,,,,,
