name,date,time,heat,temp,notes
colombia-libardo-gomez,10/5/22,0,10,220,
colombia-libardo-gomez,10/5/22,0.5,10,195,
colombia-libardo-gomez,10/5/22,1,10,185,
colombia-libardo-gomez,10/5/22,1.5,9,185,
colombia-libardo-gomez,10/5/22,2,9,190,
colombia-libardo-gomez,10/5/22,2.5,9,190,yellow
colombia-libardo-gomez,10/5/22,3,8,192.5,steam
colombia-libardo-gomez,10/5/22,3.5,7,200,
colombia-libardo-gomez,10/5/22,4,7,202.5,
colombia-libardo-gomez,10/5/22,4.5,6,207.5,
colombia-libardo-gomez,10/5/22,5,6,210,brown
colombia-libardo-gomez,10/5/22,5.5,6,215,
colombia-libardo-gomez,10/5/22,6,6,217.5,
colombia-libardo-gomez,10/5/22,6.5,6,220,
colombia-libardo-gomez,10/5/22,7,6,222.5,
colombia-libardo-gomez,10/5/22,7.5,6,225,
,,,,,
,,,,,
