name,date,time,heat,temp,notes
ethiopia-bombe-basha,7/6/22,0,10,230,
ethiopia-bombe-basha,7/6/22,0.5,10,190,
ethiopia-bombe-basha,7/6/22,1,10,180,
ethiopia-bombe-basha,7/6/22,1.5,10,180,
ethiopia-bombe-basha,7/6/22,2,9,185,
ethiopia-bombe-basha,7/6/22,2.5,7,190,yellow
ethiopia-bombe-basha,7/6/22,3,7,192.5,
ethiopia-bombe-basha,7/6/22,3.5,7,197.5,
ethiopia-bombe-basha,7/6/22,4,7,200,
ethiopia-bombe-basha,7/6/22,4.5,6,205,
ethiopia-bombe-basha,7/6/22,5,6,208,
ethiopia-bombe-basha,7/6/22,5.5,6,212.5,brown
ethiopia-bombe-basha,7/6/22,6,6,215,
ethiopia-bombe-basha,7/6/22,6.5,5,217.5,
ethiopia-bombe-basha,7/6/22,7,5,220,FC
ethiopia-bombe-basha,7/6/22,7.5,5,220,
,,,,,
